2024-11-08 11:49:57.676452	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&perturbed=false&assay_title=long+read+RNA-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&biosample_ontology.classification=tissue&biosample_ontology.classification=primary+cell&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR227LUE/	ENCSR227LUE	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens kidney tissue male embryo (108 days)	kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF349EQL/,/files/ENCFF255VDG/		ENCBS839PTA	1	1		Homo sapiens	embryonic	108 days												/replicates/28d19184-ae1d-4265-bad2-fe72618811d8/				
/experiments/ENCSR158RZR/	ENCSR158RZR	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens placenta tissue female embryo (113 days)	placenta			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF700ZCU/,/files/ENCFF855YAX/		ENCBS260UXC	1	1		Homo sapiens	embryonic	113 days												/replicates/4ee197c0-2983-4910-adb2-50aaa96e6ac9/				
/experiments/ENCSR746DTB/	ENCSR746DTB	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue female embryo (96 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF177ABS/,/files/ENCFF581IWY/		ENCBS349HOT	1	1		Homo sapiens	embryonic	96 days												/replicates/6a4a4b72-36af-4791-b74c-66f6ccc85565/				
/experiments/ENCSR567LHH/	ENCSR567LHH	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens placenta tissue female embryo (85 days)	placenta			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF273EBW/,/files/ENCFF168NYQ/		ENCBS168RJJ	1	1		Homo sapiens	embryonic	85 days												/replicates/232d8b19-9b29-461b-b13a-fad5764d4d6f/				
/experiments/ENCSR663LFJ/	ENCSR663LFJ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of back tissue male embryo (91 days)	muscle of back			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF608IUM/,/files/ENCFF315JRG/		ENCBS372OIM	1	1		Homo sapiens	embryonic	91 days												/replicates/dbaf32b5-9c0f-4588-af86-5f58d32f8cfc/				
/experiments/ENCSR281RTT/	ENCSR281RTT	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens kidney tissue female embryo (85 days)	kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF837DKI/,/files/ENCFF022LHT/		ENCBS572XBW	1	1		Homo sapiens	embryonic	85 days												/replicates/4f4b1338-08e9-4520-a4db-a0bf7ce4b20d/				
/experiments/ENCSR793ODF/	ENCSR793ODF	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue female embryo (96 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF304JNQ/,/files/ENCFF154UJS/		ENCBS605FSD	1	1		Homo sapiens	embryonic	96 days												/replicates/d2177a8e-f73c-4020-b003-81c151e5ebae/				
/experiments/ENCSR993RKQ/	ENCSR993RKQ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens stomach tissue female embryo (147 days)	stomach			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF662HZZ/,/files/ENCFF590JCN/		ENCBS663BTK	1	1		Homo sapiens	embryonic	147 days												/replicates/61a0109d-edd1-466f-b76d-81b649cb4847/				
/experiments/ENCSR598UIY/	ENCSR598UIY	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens brain tissue male embryo (104 days)	brain			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF343RVA/,/files/ENCFF878MBT/		ENCBS251VVQ	1	1		Homo sapiens	embryonic	104 days												/replicates/a4cff2a8-f705-4129-bf8e-35b22e9f4d4f/				
/experiments/ENCSR085CHJ/	ENCSR085CHJ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue male embryo (108 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF409XVP/,/files/ENCFF082HWA/		ENCBS259AIG	1	1		Homo sapiens	embryonic	108 days												/replicates/961a39f1-5506-40b7-8a1f-73b6c26879eb/				
/experiments/ENCSR476STT/	ENCSR476STT	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens kidney tissue male embryo (105 days)	kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF171RHZ/,/files/ENCFF761MZD/		ENCBS416UPP	1	1		Homo sapiens	embryonic	105 days												/replicates/8710cdbd-bde7-42f3-8a82-334ac96bdeda/				
/experiments/ENCSR861CLZ/	ENCSR861CLZ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right kidney tissue male embryo (87 days)	right kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF477PHD/,/files/ENCFF251QHX/		ENCBS061HNT	1	1		Homo sapiens	embryonic	87 days												/replicates/8c557f76-b3b7-4ba6-8515-87315e87f04d/				
/experiments/ENCSR793FMU/	ENCSR793FMU	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens small intestine tissue female embryo (107 days)	small intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF537TQR/,/files/ENCFF976OLX/		ENCBS821BQE	1	1		Homo sapiens	embryonic	107 days												/replicates/f08b0050-1783-4e24-961c-8172cb55f6e5/				
/experiments/ENCSR414YMK/	ENCSR414YMK	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens stomach tissue female embryo (96 days)	stomach			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF573UWE/,/files/ENCFF149VYJ/		ENCBS101TEB	1	1		Homo sapiens	embryonic	96 days												/replicates/88da7111-3d8f-4b7a-93e1-68918c388796/				
/experiments/ENCSR448TJV/	ENCSR448TJV	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right kidney tissue female embryo (147 days)	right kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF545ILY/,/files/ENCFF879VZX/		ENCBS548TCA	1	1		Homo sapiens	embryonic	147 days												/replicates/ace2ac32-e0f4-4cbe-9029-58a48cdffcba/				
/experiments/ENCSR176MGF/	ENCSR176MGF	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue male embryo (97 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF741KLE/,/files/ENCFF167HJO/		ENCBS464XTU	1	1		Homo sapiens	embryonic	97 days												/replicates/ef4825b9-7972-4f51-8b98-53cbd2d7a2e5/				
/experiments/ENCSR697ASE/	ENCSR697ASE	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	dorsolateral prefrontal cortex	GEO:GSE219655	RUSH brain E7948794	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF917UTU/,/files/ENCFF156TTD/,/files/ENCFF963DJZ/,/files/ENCFF406GQU/,/files/ENCFF771XYK/,/files/ENCFF385SKN/	/disease-series/ENCSR144KHB/	ENCBS422TMB	1	1		Homo sapiens	adult	90 or above years												/replicates/03b3b00f-3c2d-478a-9cd2-b9fd85289100/				
/experiments/ENCSR998KIZ/	ENCSR998KIZ	long read RNA-seq	long read RNA-seq	primary cell				Homo sapiens mammary epithelial cell female adult (19 years)	mammary epithelial cell	GEO:GSE219294	"ENC4_507, ENC4_508 HMEC rep1 primary human mammary epithelial cells"	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF660DXB/,/files/ENCFF237FMP/,/files/ENCFF019OFE/,/files/ENCFF617YVE/,/files/ENCFF393GUD/,/files/ENCFF120RHU/,/files/ENCFF960GPB/,/files/ENCFF903XBV/,/files/ENCFF349CHO/,/files/ENCFF787XLJ/,/files/ENCFF621SUQ/,/files/ENCFF649LQP/		ENCBS996RLF,ENCBS710VQU	1,2	1		Homo sapiens	adult	19 years												/replicates/6155ff7a-0ed7-4267-82b0-6c26ea919351/,/replicates/1a899982-459b-442b-a3b2-5774ead3e0c9/				
/experiments/ENCSR880WTW/	ENCSR880WTW	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens placenta tissue	placenta			Roderic Guigo, CRG	community	in progress	/files/ENCFF643OCG/		ENCBS731IIA	1	1		Homo sapiens	unknown													/replicates/7c804740-9f28-4e9d-b95a-ed2b42fd6df3/				CapTrap
/experiments/ENCSR094NFM/	ENCSR094NFM	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	dorsolateral prefrontal cortex	GEO:GSE219452	RUSH brain E4368365	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF463RYG/,/files/ENCFF260AWP/,/files/ENCFF129ZDE/,/files/ENCFF124RDD/,/files/ENCFF568SDQ/,/files/ENCFF773RAW/	/disease-series/ENCSR268QJC/	ENCBS819UHF	1	1		Homo sapiens	adult	90 or above years												/replicates/2b92a16b-8831-4b7d-ba13-c9794e876c4e/				
/experiments/ENCSR111APG/	ENCSR111APG	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens brain tissue male adult	brain			Roderic Guigo, CRG	community	in progress	/files/ENCFF338LLX/		ENCBS465WGG	1	1		Homo sapiens	adult													/replicates/7cbda564-3f04-4d56-98ab-a9e8d1605fe4/				CapTrap
/experiments/ENCSR572HEY/	ENCSR572HEY	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart tissue male adult	heart			Roderic Guigo, CRG	community	in progress	/files/ENCFF168OKB/		ENCBS610YHV	1	1		Homo sapiens	adult													/replicates/f23c6f5b-7f50-42e7-86c9-25799af68262/				CapTrap
/experiments/ENCSR687RWI/	ENCSR687RWI	long read RNA-seq	long read RNA-seq	primary cell				Homo sapiens endothelial cell of umbilical vein male newborn	endothelial cell of umbilical vein	GEO:GSE219635	"ENC4_505, ENC4_506 HUVEC rep1 primary human umbilical vein endothelial cell"	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF660GLY/,/files/ENCFF033LRZ/,/files/ENCFF457LPH/,/files/ENCFF096UHO/,/files/ENCFF062CHV/,/files/ENCFF714EJD/,/files/ENCFF600UQU/,/files/ENCFF717UEN/,/files/ENCFF049QIP/,/files/ENCFF997SQD/,/files/ENCFF247HMI/,/files/ENCFF294ACH/		ENCBS820SXP,ENCBS023JCN	1,2	1		Homo sapiens	newborn													/replicates/5f038909-daa9-4b5f-abd0-4c70628d1b0c/,/replicates/cce98caa-82b2-4d71-a7c5-1b023b06e84a/				
/experiments/ENCSR257YUB/	ENCSR257YUB	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue male adult (90 or above years)	dorsolateral prefrontal cortex	GEO:GSE219645	RUSH brain E4368365	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF979KXX/,/files/ENCFF311CZO/,/files/ENCFF646VGI/,/files/ENCFF707NQJ/,/files/ENCFF367FEB/,/files/ENCFF877QJZ/	/disease-series/ENCSR636ZQA/	ENCBS644WSW	1	1		Homo sapiens	adult	90 or above years												/replicates/c9242f9d-1224-4f22-be10-3a3bb1e204d4/				
/experiments/ENCSR668QMS/	ENCSR668QMS	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens liver tissue male adult	liver			Roderic Guigo, CRG	community	in progress	/files/ENCFF706UIP/		ENCBS089ZMV	1	1		Homo sapiens	adult													/replicates/5dc8844b-fc5c-4997-bc11-36fad7198d89/				CapTrap
/experiments/ENCSR782LGT/	ENCSR782LGT	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart right ventricle tissue female adult (46 years)	heart right ventricle	GEO:GSE175132	ENC4_50 W72 heart right ventricle	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF793PGJ/,/files/ENCFF660UTF/,/files/ENCFF654ZCI/,/files/ENCFF977DHG/,/files/ENCFF327SFR/		ENCBS238NAR	1	1		Homo sapiens	adult	46 years												/replicates/b2ef52c7-b04d-430d-b621-9e2966cd5757/				
/experiments/ENCSR416HNH/	ENCSR416HNH	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart tissue female embryo (105 days)	heart			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF869RGR/,/files/ENCFF035XFN/		ENCBS915TYO	1	1		Homo sapiens	embryonic	105 days												/replicates/22c8b9e5-5eb7-4371-b32f-e2de608e7f52/				
/experiments/ENCSR332ZOH/	ENCSR332ZOH	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens kidney tissue female embryo (108 days)	kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF077SYC/,/files/ENCFF774HMO/		ENCBS565APE	1	1		Homo sapiens	embryonic	108 days												/replicates/a937cf49-f885-420e-b2ce-d9745768eb95/				
/experiments/ENCSR997XFO/	ENCSR997XFO	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right lung tissue female embryo (91 days)	right lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF692KYO/,/files/ENCFF571XKW/		ENCBS585YRE	1	1		Homo sapiens	embryonic	91 days												/replicates/25d6a92d-40e7-4a6b-9d00-2f9020c5c453/				
/experiments/ENCSR986WKB/	ENCSR986WKB	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens lower lobe of left lung tissue male adult (60 years)	lower lobe of left lung	GEO:GSE175349	ENC4_39 W78 left lobe of lung	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF341BSQ/,/files/ENCFF494CUI/,/files/ENCFF924HBV/,/files/ENCFF792FCJ/,/files/ENCFF441SZI/		ENCBS559YLX	1	1		Homo sapiens	adult	60 years												/replicates/9e1daf80-78ce-49b9-80af-b6f9e2bdb85f/				
/experiments/ENCSR899FUU/	ENCSR899FUU	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of leg tissue female embryo (105 days)	muscle of leg			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF777JPK/,/files/ENCFF176OKA/		ENCBS586VBD	1	1		Homo sapiens	embryonic	105 days												/replicates/c8e391f3-db48-42e3-b61a-90ba210b6e02/				
/experiments/ENCSR645EEX/	ENCSR645EEX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue male embryo (105 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF972HWI/,/files/ENCFF084MKI/		ENCBS720TLL	1	1		Homo sapiens	embryonic	105 days												/replicates/90e90f2a-f555-4d62-985d-64045d07117c/				
/experiments/ENCSR735XFJ/	ENCSR735XFJ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens stomach tissue female embryo (108 days)	stomach			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF032VBW/,/files/ENCFF200BJB/		ENCBS246DND	1	1		Homo sapiens	embryonic	108 days												/replicates/7c1f57d0-81a6-43b1-9978-267555bc2e16/				
/experiments/ENCSR397AFD/	ENCSR397AFD	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens kidney tissue female embryo (105 days)	kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF113GPQ/,/files/ENCFF808OZT/		ENCBS659IQR	1	1		Homo sapiens	embryonic	105 days												/replicates/3f20b76d-53b8-4db3-913f-4e60a99f077b/				
/experiments/ENCSR166KWG/	ENCSR166KWG	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens small intestine tissue female embryo (105 days)	small intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF598CRE/,/files/ENCFF100TEF/		ENCBS810YIH	1	1		Homo sapiens	embryonic	105 days												/replicates/98c7e30a-25c0-446d-94c8-41ba8a6551e4/				
/experiments/ENCSR710TAV/	ENCSR710TAV	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of leg tissue male embryo (120 days)	muscle of leg			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF290HFE/,/files/ENCFF289XDA/		ENCBS126JEC	1	1		Homo sapiens	embryonic	120 days												/replicates/b09382c1-8d46-4824-9e16-12dfb5aac080/				
/experiments/ENCSR390AHP/	ENCSR390AHP	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue male embryo (91 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF676JVW/,/files/ENCFF563FYS/		ENCBS465DYX	1	1		Homo sapiens	embryonic	91 days												/replicates/92465f68-9500-4492-842b-51e86a50f089/				
/experiments/ENCSR617WTI/	ENCSR617WTI	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of arm tissue embryo (101 days)	muscle of arm			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF019IVT/,/files/ENCFF910MLZ/		ENCBS148RFP	1	1		Homo sapiens	embryonic	101 days												/replicates/a400e795-d5db-49a8-aa65-dfeec64295f1/				
/experiments/ENCSR845JAP/	ENCSR845JAP	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue male embryo (105 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF602FLU/,/files/ENCFF516GSU/		ENCBS091IRZ	1	1		Homo sapiens	embryonic	105 days												/replicates/0b8ef2d2-10ca-4ce5-a413-bbfae4ba0cf6/				
/experiments/ENCSR309ARL/	ENCSR309ARL	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue male embryo (91 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF929XSC/,/files/ENCFF495RRF/		ENCBS775YYI	1	1		Homo sapiens	embryonic	91 days												/replicates/eb31610c-b6c5-4a35-b66e-b97374ef03d3/				
/experiments/ENCSR819LQD/	ENCSR819LQD	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens testis tissue male embryo	testis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF883ISL/,/files/ENCFF012LSB/		ENCBS718UBE	1	1		Homo sapiens	embryonic													/replicates/da676c4a-9309-4017-a474-817c9085fa9c/				
/experiments/ENCSR296JRY/	ENCSR296JRY	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left lung tissue male embryo (87 days)	left lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF606TQU/,/files/ENCFF664WHL/		ENCBS891ELQ	1	1		Homo sapiens	embryonic	87 days												/replicates/53606b68-3b76-48f4-8d86-26ab83553063/				
/experiments/ENCSR690QHM/	ENCSR690QHM	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	dorsolateral prefrontal cortex	GEO:GSE219641	RUSH brain E6341028	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF924WKD/,/files/ENCFF785KVJ/,/files/ENCFF378STM/,/files/ENCFF482LTF/,/files/ENCFF519SVS/,/files/ENCFF070TEQ/	/disease-series/ENCSR682GKH/	ENCBS660AUE	1	1		Homo sapiens	adult	90 or above years												/replicates/390dd5ed-ec53-452f-9126-a8121a0575d5/				
/experiments/ENCSR490NZD/	ENCSR490NZD	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens placenta tissue	placenta			Roderic Guigo, CRG	community	in progress	/files/ENCFF977IUW/		ENCBS731IIA	1	1		Homo sapiens	unknown													/replicates/80cd6c65-0521-4809-908e-4605ab28774d/				CapTrap
/experiments/ENCSR992UMK/	ENCSR992UMK	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue female embryo (107 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF284DZV/,/files/ENCFF060AGA/		ENCBS849ZYL	1	1		Homo sapiens	embryonic	107 days												/replicates/ce713f1d-4032-4579-9805-37293ca28c95/				
/experiments/ENCSR354MMF/	ENCSR354MMF	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue female embryo (110 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF612QDB/,/files/ENCFF657BIE/		ENCBS684FZG	1	1		Homo sapiens	embryonic	110 days												/replicates/d84adc08-d369-4602-84d5-e9a2aafd7aaa/				
/experiments/ENCSR786FLO/	ENCSR786FLO	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left ventricle myocardium inferior tissue male adult (60 years)	left ventricle myocardium inferior	GEO:GSE175153	ENC4_55 W78 left ventricle myocardium inferior	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF793CMQ/,/files/ENCFF983JOM/,/files/ENCFF755YKI/,/files/ENCFF132YCF/,/files/ENCFF167RQY/		ENCBS735OAR	1	1		Homo sapiens	adult	60 years												/replicates/b14e3144-c308-4be1-8882-f2779bbb3f42/				
/experiments/ENCSR805BHF/	ENCSR805BHF	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue male embryo (113 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF494PYD/,/files/ENCFF641AMS/		ENCBS359EQT	1	1		Homo sapiens	embryonic	113 days												/replicates/4928f2a6-7d68-432b-95e8-7370d004ed84/				
/experiments/ENCSR024CQN/	ENCSR024CQN	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue male embryo (105 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF946EFE/,/files/ENCFF959KSV/		ENCBS553TCH	1	1		Homo sapiens	embryonic	105 days												/replicates/298ccb8e-487e-4939-a0fe-e44d9d13f76e/				
/experiments/ENCSR014HNT/	ENCSR014HNT	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens adrenal gland tissue male embryo (108 days)	adrenal gland			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF354ZHZ/,/files/ENCFF965BVY/		ENCBS106YHB	1	1		Homo sapiens	embryonic	108 days												/replicates/b04c069a-0863-4a10-b75f-80f2cfe0b0e3/				
/experiments/ENCSR141JSO/	ENCSR141JSO	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left lung tissue female embryo (108 days)	left lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF167TXY/,/files/ENCFF232TCJ/		ENCBS459KIK	1	1		Homo sapiens	embryonic	108 days												/replicates/04e83bac-4fb5-4ecf-b731-8bea88b6765f/				
/experiments/ENCSR091MZX/	ENCSR091MZX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue male embryo (105 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF586ROM/,/files/ENCFF083XEQ/		ENCBS967UQQ	1	1		Homo sapiens	embryonic	105 days												/replicates/d21fe7e6-1035-4a0a-8cb3-3ad389a7a3ad/				
/experiments/ENCSR125GHJ/	ENCSR125GHJ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of leg tissue embryo (101 days)	muscle of leg			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF144TCX/,/files/ENCFF947GVP/		ENCBS313CVW	1	1		Homo sapiens	embryonic	101 days												/replicates/547aa915-e79f-4120-a150-8dd9ae176891/				
/experiments/ENCSR908EKJ/	ENCSR908EKJ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of arm tissue female embryo (120 days)	muscle of arm			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF530GFM/,/files/ENCFF253WQQ/		ENCBS076WQR	1	1		Homo sapiens	embryonic	120 days												/replicates/b76ce566-e6b1-4370-8919-b52b5f6a1a32/				
/experiments/ENCSR137VJX/	ENCSR137VJX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens lung tissue embryo (112 days)	lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF357ZRI/,/files/ENCFF712NRS/		ENCBS039NNX	1	1		Homo sapiens	embryonic	112 days												/replicates/d908f2fa-cb91-46c1-a198-6d12a5c01f15/				
/experiments/ENCSR822NSX/	ENCSR822NSX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left kidney tissue female embryo (98 days)	left kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF236HKT/,/files/ENCFF801EBI/		ENCBS245QVS	1	1		Homo sapiens	embryonic	98 days												/replicates/a933efff-2ef6-4cb7-99c2-135c9e76f445/				
/experiments/ENCSR170QUW/	ENCSR170QUW	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of arm tissue female embryo (105 days)	muscle of arm			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF730YXG/,/files/ENCFF533PHC/		ENCBS634XIB	1	1		Homo sapiens	embryonic	105 days												/replicates/54a4ea0b-6b50-4692-833a-da67a04286e0/				
/experiments/ENCSR582TMC/	ENCSR582TMC	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens brain tissue female embryo (105 days)	brain			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF602AMC/,/files/ENCFF171NTJ/		ENCBS657WVW	1	1		Homo sapiens	embryonic	105 days												/replicates/1baf673b-f2d7-44a8-ae86-389850c2ad62/				
/experiments/ENCSR475XGB/	ENCSR475XGB	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left lung tissue female embryo (105 days)	left lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF018UJC/,/files/ENCFF357JCT/		ENCBS894YFO	1	1		Homo sapiens	embryonic	105 days												/replicates/84fa74ae-477b-4d74-839e-46ab3fdc60d7/				
/experiments/ENCSR868WMK/	ENCSR868WMK	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens placenta tissue male embryo (85 days)	placenta			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF653FCD/,/files/ENCFF659IRL/		ENCBS770VOR	1	1		Homo sapiens	embryonic	85 days												/replicates/5af78daf-6e0e-4bc6-a36e-4d6650885a0f/				
/experiments/ENCSR307QHG/	ENCSR307QHG	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right lung tissue male embryo (96 days)	right lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF307XAT/,/files/ENCFF646BQV/		ENCBS406DRC	1	1		Homo sapiens	embryonic	96 days												/replicates/14d6b8d0-b028-4262-af73-6c162015fe89/				
/experiments/ENCSR910OEU/	ENCSR910OEU	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of arm tissue male embryo (96 days)	muscle of arm			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF767BFX/,/files/ENCFF819GRO/		ENCBS603CIP	1	1		Homo sapiens	embryonic	96 days												/replicates/354846b9-5370-4f8a-ba23-f3a2f33a65a0/				
/experiments/ENCSR562KIZ/	ENCSR562KIZ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens thymus tissue male embryo (127 days)	thymus			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF555EAB/,/files/ENCFF525ITY/		ENCBS469IWQ	1	1		Homo sapiens	embryonic	127 days												/replicates/141c13fd-5a61-4b95-9d80-a06d02e16b72/				
