2024-11-08 11:49:57.676452	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&perturbed=false&assay_title=long+read+RNA-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&biosample_ontology.classification=tissue&biosample_ontology.classification=primary+cell&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR899GAP/	ENCSR899GAP	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens Right ventricle myocardium superior tissue male adult (60 years)	Right ventricle myocardium superior	GEO:GSE175298	ENC4_56 W78 right ventricle myocardium superior	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF665LBS/,/files/ENCFF160SEP/,/files/ENCFF717ARV/,/files/ENCFF840OVC/,/files/ENCFF348HQO/		ENCBS580WTV	1	1		Homo sapiens	adult	60 years												/replicates/45a42dd5-085f-46ac-b511-ccda04503f8f/				
/experiments/ENCSR435UUS/	ENCSR435UUS	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right cardiac atrium tissue male adult (60 years)	right cardiac atrium	GEO:GSE175258	ENC4_58 W78 right cardiac atrium	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF242WRZ/,/files/ENCFF906LNC/,/files/ENCFF330VRX/,/files/ENCFF491THQ/,/files/ENCFF291EKY/		ENCBS271WJL	1	1		Homo sapiens	adult	60 years												/replicates/45533e71-db64-405c-9640-0f1cd53e7598/				
/experiments/ENCSR336XVG/	ENCSR336XVG	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens testis tissue male adult	testis			Roderic Guigo, CRG	community	in progress	/files/ENCFF801KQM/		ENCBS765JQO	1	1		Homo sapiens	adult													/replicates/60f79d52-594f-432b-ac40-5c175ea24ef6/				CapTrap
/experiments/ENCSR216DEV/	ENCSR216DEV	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens liver tissue embryo	liver			Roderic Guigo, CRG	community	in progress	/files/ENCFF271IUP/		ENCBS248WUT	1	1		Homo sapiens	embryonic													/replicates/fc62cf04-33c4-4055-b3e4-1fad53c5e773/				CapTrap
/experiments/ENCSR351AFA/	ENCSR351AFA	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart tissue male embryo (120 days)	heart			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF965LGL/,/files/ENCFF644XTL/		ENCBS978SNN	1	1		Homo sapiens	embryonic	120 days												/replicates/4cb29216-32a2-432b-8cde-f9ef2f6343dd/				
/experiments/ENCSR639PHC/	ENCSR639PHC	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue male embryo (97 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF307SXR/,/files/ENCFF780PQJ/		ENCBS548LLM	1	1		Homo sapiens	embryonic	97 days												/replicates/0a2c027e-2fee-4fb0-8053-01849c9390e5/				
/experiments/ENCSR219CXA/	ENCSR219CXA	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue male embryo (120 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF241BYY/,/files/ENCFF218KRG/		ENCBS173RWD	1	1		Homo sapiens	embryonic	120 days												/replicates/761ce53d-3c1b-4f1b-b31d-d2fdca0b014f/				
/experiments/ENCSR382JPG/	ENCSR382JPG	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue male embryo (120 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF041OQR/,/files/ENCFF823DYP/		ENCBS711ZXF	1	1		Homo sapiens	embryonic	120 days												/replicates/78b08c0c-dd48-499e-aded-9d0a216aba32/				
/experiments/ENCSR373VQC/	ENCSR373VQC	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right lung tissue male embryo (115 days)	right lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF443OXD/,/files/ENCFF509QVG/		ENCBS319IJK	1	1		Homo sapiens	embryonic	115 days												/replicates/4b3ae667-2dda-4f75-ae6b-d562d08b2817/				
/experiments/ENCSR728OMS/	ENCSR728OMS	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue male embryo (120 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF072XDW/,/files/ENCFF017UTH/		ENCBS346NVY	1	1		Homo sapiens	embryonic	120 days												/replicates/7429eb11-bb5a-4087-bd78-f7742f2792c6/				
/experiments/ENCSR319ZJH/	ENCSR319ZJH	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens stomach tissue female embryo (107 days)	stomach			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF079KDX/,/files/ENCFF098SPE/		ENCBS887ZTZ	1	1		Homo sapiens	embryonic	107 days												/replicates/c5a410fe-dc7a-4fec-b181-9e3c7b558e87/				
/experiments/ENCSR042HCJ/	ENCSR042HCJ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue female embryo (105 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF451HIL/,/files/ENCFF228PAZ/		ENCBS080GHU	1	1		Homo sapiens	embryonic	105 days												/replicates/09182ba6-739c-4288-b43e-f3414f3de11e/				
/experiments/ENCSR245XMK/	ENCSR245XMK	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left lung tissue female embryo (117 days)	left lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF079NOV/,/files/ENCFF988GSY/		ENCBS245YZC	1	1		Homo sapiens	embryonic	117 days												/replicates/e43008c5-f8ce-4050-8612-9a9acfb3d62c/				
/experiments/ENCSR212XZB/	ENCSR212XZB	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens small intestine tissue male embryo (91 days)	small intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF014LPH/,/files/ENCFF878BCI/		ENCBS840RAU	1	1		Homo sapiens	embryonic	91 days												/replicates/875a66a1-1928-4e50-b98a-ab2f649d1652/				
/experiments/ENCSR997RFW/	ENCSR997RFW	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens mucosa of descending colon tissue male adult (40 years)	mucosa of descending colon	GEO:GSE219970	ENC4_77 W76 mucosa of descending colon	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF387HPO/,/files/ENCFF863NLH/,/files/ENCFF996LGE/,/files/ENCFF171AQO/,/files/ENCFF384SQX/,/files/ENCFF056GBQ/		ENCBS105TFS	1	1		Homo sapiens	adult	40 years												/replicates/e5228788-499b-462d-8e38-f362130141d4/				
/experiments/ENCSR243DYK/	ENCSR243DYK	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens psoas muscle tissue female adult (61 years)	psoas muscle	GEO:GSE219621	W80 psoas muscle ENC4_86	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF750LYC/,/files/ENCFF223QZZ/,/files/ENCFF698UNA/,/files/ENCFF673VUN/,/files/ENCFF993HIM/,/files/ENCFF655ZFW/		ENCBS326LXR	1	1		Homo sapiens	adult	61 years												/replicates/1d67e779-b63b-4ec8-80fa-aecb0eb3d2b4/				
/experiments/ENCSR549ELD/	ENCSR549ELD	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens cardiac septum tissue female adult (41 years)	cardiac septum	GEO:GSE219381	W61 cardiac septum ENC4_92	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF680XXE/,/files/ENCFF360XYE/,/files/ENCFF543YBE/,/files/ENCFF626QRV/,/files/ENCFF516YCH/,/files/ENCFF867CPW/		ENCBS731WFT	1	1		Homo sapiens	adult	41 years												/replicates/c67c9250-c2f2-4805-a032-d36a1e62a24c/				
/experiments/ENCSR728TXV/	ENCSR728TXV	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right cardiac atrium tissue male adult (40 years)	right cardiac atrium	GEO:GSE219666	W76 right cardiac atrium ENC4_84	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF905RVF/,/files/ENCFF345FLB/,/files/ENCFF118JEA/,/files/ENCFF276WIE/,/files/ENCFF875QHC/,/files/ENCFF548VFY/		ENCBS966NKN	1	1		Homo sapiens	adult	40 years												/replicates/559d0973-79af-40e0-8904-159d409c74b8/				
/experiments/ENCSR005ESF/	ENCSR005ESF	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue male embryo (105 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF572YAL/,/files/ENCFF008AAU/		ENCBS199VBZ	1	1		Homo sapiens	embryonic	105 days												/replicates/76394426-9323-4bbc-a945-d3b5f90712f5/				
/experiments/ENCSR446EHC/	ENCSR446EHC	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue male embryo (108 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF896PNP/,/files/ENCFF859RXV/		ENCBS328QXA	1	1		Homo sapiens	embryonic	108 days												/replicates/306a65d1-9f7c-4abb-ac8b-97d1b3220247/				
/experiments/ENCSR257NKC/	ENCSR257NKC	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of arm tissue female embryo (85 days)	muscle of arm			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF744VOK/,/files/ENCFF452UKW/		ENCBS930FNA	1	1		Homo sapiens	embryonic	85 days												/replicates/2bbd4c18-6e88-4c30-9283-ad77e85a0a86/				
/experiments/ENCSR907BCF/	ENCSR907BCF	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right kidney tissue female embryo (98 days)	right kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF977IIN/,/files/ENCFF992DBS/		ENCBS252LKK	1	1		Homo sapiens	embryonic	98 days												/replicates/3a120746-5801-4b3b-a2b3-8142a358df09/				
/experiments/ENCSR292ZNO/	ENCSR292ZNO	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens testis tissue male adult	testis			Roderic Guigo, CRG	community	in progress	/files/ENCFF806OCD/		ENCBS765JQO	1	1		Homo sapiens	adult													/replicates/b7caa95c-5393-434e-a01b-c1808bc2cde4/				CapTrap
/experiments/ENCSR348TSX/	ENCSR348TSX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens adrenal gland tissue female embryo (85 days)	adrenal gland			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF075IDG/,/files/ENCFF149ZXL/		ENCBS182HLE	1	1		Homo sapiens	embryonic	85 days												/replicates/925544ed-4d5c-419a-b357-b04f2c2694c8/				
/experiments/ENCSR028ASC/	ENCSR028ASC	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens right lung tissue female embryo (110 days)	right lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF837OBF/,/files/ENCFF118HTA/		ENCBS661KVX	1	1		Homo sapiens	embryonic	110 days												/replicates/667bee51-3b09-400d-a52d-3938ec7dd82f/				
/experiments/ENCSR508BRD/	ENCSR508BRD	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart tissue female embryo (110 days)	heart			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF986HCN/,/files/ENCFF680NLM/		ENCBS132XGS	1	1		Homo sapiens	embryonic	110 days												/replicates/dc651af2-1ea1-4cc8-8e5b-33aace16c896/				
/experiments/ENCSR856JRV/	ENCSR856JRV	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue female embryo (120 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF704BLP/,/files/ENCFF240JFT/		ENCBS686CHQ	1	1		Homo sapiens	embryonic	120 days												/replicates/2760936a-7e97-45aa-a32c-247c5fa38c1b/				
/experiments/ENCSR559DWD/	ENCSR559DWD	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of back tissue male embryo (96 days)	muscle of back			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF927VFC/,/files/ENCFF509MSH/		ENCBS526KAM	1	1		Homo sapiens	embryonic	96 days												/replicates/f5f77037-dc05-4faa-9028-09a6d1de13a2/				
/experiments/ENCSR906DLM/	ENCSR906DLM	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left lung tissue female embryo (110 days)	left lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF902GNZ/,/files/ENCFF637EZX/		ENCBS505RWO	1	1		Homo sapiens	embryonic	110 days												/replicates/401e5c02-fe59-45b3-97ff-46009a8f83c5/				
/experiments/ENCSR285JMB/	ENCSR285JMB	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens spinal cord tissue female embryo (89 days)	spinal cord			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF728ADB/,/files/ENCFF096UAB/		ENCBS030YZV	1	1		Homo sapiens	embryonic	89 days												/replicates/bfff7c46-7abd-46f4-a84e-a7a2fb8bf163/				
/experiments/ENCSR309URD/	ENCSR309URD	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens adrenal gland tissue female embryo (108 days)	adrenal gland			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF854MJA/,/files/ENCFF780WOY/		ENCBS965EUG	1	1		Homo sapiens	embryonic	108 days												/replicates/83b570d4-64db-4388-b6b8-7c5c9aea1def/				
/experiments/ENCSR246OTF/	ENCSR246OTF	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens lung tissue male embryo (108 days)	lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF691NIY/,/files/ENCFF923EMI/		ENCBS740DTJ	1	1		Homo sapiens	embryonic	108 days												/replicates/02109997-bc34-48d7-88ce-f0dcdb7705f4/				
/experiments/ENCSR710UTX/	ENCSR710UTX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens stomach tissue female embryo (121 days)	stomach			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF191TNL/,/files/ENCFF855HZQ/		ENCBS330EKK	1	1		Homo sapiens	embryonic	121 days												/replicates/f36cf3e1-e593-4a09-9a90-6de60c763aa4/				
/experiments/ENCSR887OJA/	ENCSR887OJA	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens brain tissue male embryo (101 days)	brain			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF981LXO/,/files/ENCFF050TMK/		ENCBS263QHM	1	1		Homo sapiens	embryonic	101 days												/replicates/bbc6552a-4260-40f7-9d93-411d89dcaf03/				
/experiments/ENCSR457CLX/	ENCSR457CLX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of arm tissue female embryo (108 days)	muscle of arm			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF346JKU/,/files/ENCFF406EWA/		ENCBS652EAN	1	1		Homo sapiens	embryonic	108 days												/replicates/6403e302-9884-47e3-aaba-0a48c6cd42c0/				
/experiments/ENCSR431KBL/	ENCSR431KBL	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens stomach tissue female embryo (105 days)	stomach			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF457YSW/,/files/ENCFF114TBK/		ENCBS288AYP	1	1		Homo sapiens	embryonic	105 days												/replicates/45c8eedf-afeb-49f8-8bb1-27bc02beb605/				
/experiments/ENCSR503DHX/	ENCSR503DHX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue male embryo (105 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF972FKJ/,/files/ENCFF585PKM/		ENCBS140CZM	1	1		Homo sapiens	embryonic	105 days												/replicates/55e4803b-5567-4d1f-985e-97d574f7c356/				
/experiments/ENCSR563RLX/	ENCSR563RLX	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens adrenal gland tissue female adult (41 years)	adrenal gland	GEO:GSE219398	ENC4_29 W61 adrenal gland	Ali Mortazavi, UCI	ENCODE	released	/files/ENCFF417ALN/,/files/ENCFF720FPW/,/files/ENCFF791WUV/,/files/ENCFF900XHI/,/files/ENCFF510JWS/,/files/ENCFF315XDC/		ENCBS629ZGV	1	1		Homo sapiens	adult	41 years												/replicates/9b24aadb-c902-4b6a-b568-fd0aac8f157c/				
/experiments/ENCSR859DYW/	ENCSR859DYW	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens brain tissue female embryo (109 days)	brain			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF218YWE/,/files/ENCFF154IJJ/		ENCBS162MIW	1	1		Homo sapiens	embryonic	109 days												/replicates/23472701-cb06-4c5f-90a7-1d1eeaf31274/				
/experiments/ENCSR863ZSG/	ENCSR863ZSG	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue female embryo (120 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF719ITB/,/files/ENCFF247DTW/		ENCBS150RKS	1	1		Homo sapiens	embryonic	120 days												/replicates/0e166b50-7513-4462-9c23-1a3816066f63/				
/experiments/ENCSR952SBK/	ENCSR952SBK	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of back tissue female embryo (85 days)	muscle of back			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF030BFM/,/files/ENCFF990XOZ/		ENCBS975ZZI	1	1		Homo sapiens	embryonic	85 days												/replicates/2e412495-9d80-45e0-9abf-7ad6274cc02b/				
/experiments/ENCSR458UIY/	ENCSR458UIY	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens adrenal gland tissue male embryo (85 days)	adrenal gland			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF091TCG/,/files/ENCFF854IPP/		ENCBS277YPY	1	1		Homo sapiens	embryonic	85 days												/replicates/e250087c-7405-4467-a595-28ec92fe4af5/				
/experiments/ENCSR961RJV/	ENCSR961RJV	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal cortex interstitium tissue male embryo (105 days)	renal cortex interstitium			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF698CEU/,/files/ENCFF647NCM/		ENCBS992YNH	1	1		Homo sapiens	embryonic	105 days												/replicates/61a01067-fee2-49b8-a182-584dc7fd941b/				
/experiments/ENCSR558FSR/	ENCSR558FSR	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue male embryo (105 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF805XWQ/,/files/ENCFF587LQX/		ENCBS677PZN	1	1		Homo sapiens	embryonic	105 days												/replicates/2a0811dc-2f74-4559-8458-00a3e61dfe5e/				
/experiments/ENCSR210ICG/	ENCSR210ICG	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of trunk tissue female embryo (113 days)	muscle of trunk			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF168MNP/,/files/ENCFF944HPZ/		ENCBS549IUS	1	1		Homo sapiens	embryonic	113 days												/replicates/1a260f7a-98a1-4fba-8d57-4f096be894f4/				
/experiments/ENCSR813KVN/	ENCSR813KVN	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of leg tissue male embryo (104 days)	muscle of leg			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF392KPQ/,/files/ENCFF022UTV/		ENCBS810RAL	1	1		Homo sapiens	embryonic	104 days												/replicates/e8af2789-caa7-4e2f-b739-7da691a5ad64/				
/experiments/ENCSR228HRA/	ENCSR228HRA	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left lung tissue male embryo (105 days)	left lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF813KML/,/files/ENCFF373ANR/		ENCBS813EHD	1	1		Homo sapiens	embryonic	105 days												/replicates/6e6af3c2-db25-4a0a-b57e-983aebe384ca/				
/experiments/ENCSR555FAZ/	ENCSR555FAZ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens large intestine tissue male embryo (105 days)	large intestine			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF852ETM/,/files/ENCFF062RVD/		ENCBS540OFM	1	1		Homo sapiens	embryonic	105 days												/replicates/82b8b389-b2fa-48f7-b514-8537c74d59ac/				
/experiments/ENCSR638WIV/	ENCSR638WIV	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens placenta tissue male embryo (91 days)	placenta			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF729KEL/,/files/ENCFF222JLP/		ENCBS444TAO	1	1		Homo sapiens	embryonic	91 days												/replicates/31c8a6d2-d3e3-4686-9a09-530abffa1ceb/				
/experiments/ENCSR294LJB/	ENCSR294LJB	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens adrenal gland tissue female embryo (113 days)	adrenal gland			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF671HVQ/,/files/ENCFF466GCN/		ENCBS306FKK	1	1		Homo sapiens	embryonic	113 days												/replicates/6f40f9ae-52de-4a73-aaa9-45b1cc0c180b/				
/experiments/ENCSR504PXZ/	ENCSR504PXZ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of trunk tissue female embryo (120 days)	muscle of trunk			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF658YKT/,/files/ENCFF991XQY/		ENCBS964RCC	1	1		Homo sapiens	embryonic	120 days												/replicates/c3baea20-c3a8-42c3-9be2-b273fcedae15/				
/experiments/ENCSR934VNZ/	ENCSR934VNZ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart tissue female embryo (147 days)	heart			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF057IGA/,/files/ENCFF329WFX/		ENCBS692EIN	1	1		Homo sapiens	embryonic	147 days												/replicates/004455f2-547b-46d8-a730-834885c2d3e4/				
/experiments/ENCSR071XIZ/	ENCSR071XIZ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens stomach tissue female embryo (96 days)	stomach			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF759MFP/,/files/ENCFF448JMR/		ENCBS939KSM	1	1		Homo sapiens	embryonic	96 days												/replicates/ba63f8d0-c74b-4477-85f4-d3e4c716b0d3/				
/experiments/ENCSR270XWF/	ENCSR270XWF	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left kidney tissue female embryo (110 days)	left kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF941BUE/,/files/ENCFF803UQO/		ENCBS765ZMU	1	1		Homo sapiens	embryonic	110 days												/replicates/d0b5faeb-e06a-4317-84a5-180524890807/				
/experiments/ENCSR300AUI/	ENCSR300AUI	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left kidney tissue male embryo (115 days)	left kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF111EMV/,/files/ENCFF794FGC/		ENCBS424AKW	1	1		Homo sapiens	embryonic	115 days												/replicates/8ccf6ff8-040d-4643-a311-94b04afd6924/				
/experiments/ENCSR324XFA/	ENCSR324XFA	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left kidney tissue male embryo (87 days)	left kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF524FKV/,/files/ENCFF593GIB/		ENCBS058XIV	1	1		Homo sapiens	embryonic	87 days												/replicates/1a341283-c850-4874-9c11-6f705613670e/				
/experiments/ENCSR989PGQ/	ENCSR989PGQ	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens muscle of arm tissue male embryo (91 days)	muscle of arm			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF180THV/,/files/ENCFF935ZXW/		ENCBS859GFP	1	1		Homo sapiens	embryonic	91 days												/replicates/677f16a3-a773-4455-a1c6-89cbdbc9a94b/				
/experiments/ENCSR247GVU/	ENCSR247GVU	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left kidney tissue male embryo (96 days)	left kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF618ZJL/,/files/ENCFF692LCY/		ENCBS818DFZ	1	1		Homo sapiens	embryonic	96 days												/replicates/aca846e2-1f72-4e04-850c-fde25d9b31c6/				
/experiments/ENCSR186JQU/	ENCSR186JQU	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left lung tissue male embryo (91 days)	left lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF637XSV/,/files/ENCFF876IWV/		ENCBS370ANL	1	1		Homo sapiens	embryonic	91 days												/replicates/42db4008-7669-4773-913b-0696e294dd84/				
/experiments/ENCSR730RYS/	ENCSR730RYS	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left lung tissue female embryo (91 days)	left lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF354YEG/,/files/ENCFF979ZIF/		ENCBS837XWY	1	1		Homo sapiens	embryonic	91 days												/replicates/9191bb07-57ef-4f46-8e62-3adfb6b52f68/				
/experiments/ENCSR891GFR/	ENCSR891GFR	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens adrenal gland tissue male embryo (108 days)	adrenal gland			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF247IES/,/files/ENCFF178JDY/		ENCBS647ZQM	1	1		Homo sapiens	embryonic	108 days												/replicates/01c1511e-5207-41bf-a6f5-1099c579f422/				
/experiments/ENCSR008AXU/	ENCSR008AXU	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens heart tissue female embryo (91 days)	heart			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF073EQP/,/files/ENCFF305XFP/		ENCBS945CEQ	1	1		Homo sapiens	embryonic	91 days												/replicates/79b036c8-63e0-431c-befb-dcbfb03932d4/				
/experiments/ENCSR681DGI/	ENCSR681DGI	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens left lung tissue male embryo (96 days)	left lung			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF437AKE/,/files/ENCFF942YGY/		ENCBS666IYH	1	1		Homo sapiens	embryonic	96 days												/replicates/a83e23ff-7986-4a4b-8509-efd059ef4313/				
/experiments/ENCSR941IFA/	ENCSR941IFA	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens kidney tissue female embryo (105 days)	kidney			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF772FEU/,/files/ENCFF935UKH/		ENCBS578ZPC	1	1		Homo sapiens	embryonic	105 days												/replicates/634f7c2e-b0fc-4ee8-9dd9-11378bade726/				
/experiments/ENCSR457PDH/	ENCSR457PDH	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens renal pelvis tissue female embryo (105 days)	renal pelvis			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF268GGD/,/files/ENCFF461JDN/		ENCBS049MTD	1	1		Homo sapiens	embryonic	105 days												/replicates/952aba6e-d8a0-43a1-851f-5663d053a136/				
/experiments/ENCSR602MDH/	ENCSR602MDH	long read RNA-seq	long read RNA-seq	tissue				Homo sapiens spleen tissue male embryo (120 days)	spleen			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF550JFE/,/files/ENCFF869CKR/		ENCBS904VGJ	1	1		Homo sapiens	embryonic	120 days												/replicates/17663582-781c-4ade-9e13-0209df23cb4e/				
