HG02023 KHV EAS male SAMN29221135 SRS13499323
HG01988 ACB AFR male SAMN29221134 SRS13499541
HG01973 PEL AMR female SAMN29221133 SRS13499542
HG01970 PEL AMR male SAMN29221132 SRS13499540
HG01965 PEL AMR female SAMN29221131 SRS13499539
HG01953 PEL AMR male SAMN29221130 SRS13499538
HG01951 PEL AMR female SAMN29221129 SRS13499537
HG01950 PEL AMR male SAMN29221128 SRS13499536
HG01945 PEL AMR female SAMN29221127 SRS13499535
HG01939 PEL AMR female SAMN29221126 SRS13499533
HG01932 PEL AMR male SAMN29221125 SRS13499534
HG01921 PEL AMR female SAMN29221124 SRS13499532
HG01920 PEL AMR male SAMN29221123 SRS13499530
HG01918 PEL AMR female SAMN29221122 SRS13499531
HG01912 ACB AFR male SAMN29221121 SRS13499489
HG01893 PEL AMR female SAMN29221120 SRS13499488
HG01890 ACB AFR male SAMN29221119 SRS13499487
HG01879 ACB AFR male SAMN29221118 SRS13499485
HG01878 KHV EAS female SAMN29221117 SRS13499486
HG01872 KHV EAS male SAMN29221116 SRS13499484
HG01870 KHV EAS female SAMN29221115 SRS13499483
HG01863 KHV EAS female SAMN29221114 SRS13499481
HG01862 KHV EAS female SAMN29221113 SRS13499482
HG01858 KHV EAS female SAMN29221112 SRS13499480
HG01853 KHV EAS female SAMN29221111 SRS13499479
HG01851 KHV EAS female SAMN29221110 SRS13499477
HG01849 KHV EAS male SAMN29221109 SRS13499172
HG01846 KHV EAS male SAMN29221108 SRS13499171
HG01844 KHV EAS male SAMN29221107 SRS13499173
HG01843 KHV EAS female SAMN29221106 SRS13499170
HG01817 CDX EAS female SAMN29221105 SRS13499168
HG01812 CDX EAS female SAMN29221104 SRS13499169
HG01809 CDX EAS female SAMN29221103 SRS13500403
HG01806 CDX EAS female SAMN29221102 SRS13499167
HG01800 CDX EAS female SAMN29221101 SRS13499164
HG01797 CDX EAS female SAMN29221100 SRS13499161
HG01790 GBR EUR female SAMN29221099 SRS13499163
HG01785 IBS EUR male SAMN29221098 SRS13499162
HG01771 IBS EUR male SAMN29221097 SRS13499321
HG01765 IBS EUR male SAMN29221096 SRS13499320
HG01762 IBS EUR female SAMN29221095 SRS13499319
HG01695 IBS EUR female SAMN29221094 SRS13499318
HG01686 IBS EUR male SAMN29221093 SRS13499317
HG01684 IBS EUR female SAMN29221092 SRS13499316
HG01682 IBS EUR male SAMN29221091 SRS13499314
HG01669 IBS EUR male SAMN29221090 SRS13499313
HG01630 IBS EUR male SAMN29221089 SRS13499312
HG01615 IBS EUR male SAMN29221088 SRS13499311
HG01613 IBS EUR female SAMN29221087 SRS13499309
HG01610 IBS EUR male SAMN29221086 SRS13499310
HG01607 IBS EUR female SAMN29221085 SRS13499308
HG01606 IBS EUR male SAMN29221084 SRS13499528
HG01600 KHV EAS female SAMN29221083 SRS13499529
HG01598 KHV EAS female SAMN29221082 SRS13499527
HG01597 KHV EAS female SAMN29221081 SRS13499525
HG01593 PJL SAS female SAMN29221080 SRS13499524
HG01589 PJL SAS male SAMN29221079 SRS13499523
HG01578 PEL AMR female SAMN29221078 SRS13499521
HG01527 IBS EUR male SAMN29221077 SRS13499522
HG01524 IBS EUR male SAMN29221076 SRS13499520
HG01522 IBS EUR female SAMN29221075 SRS13499519
HG01518 IBS EUR male SAMN29221074 SRS13499518
HG01515 IBS EUR male SAMN29221073 SRS13499517
HG01509 IBS EUR male SAMN29221072 SRS13499516
HG01506 IBS EUR male SAMN29221071 SRS13499476
HG01503 IBS EUR male SAMN29221070 SRS13499473
HG01501 IBS EUR female SAMN29221069 SRS13499474
HG01494 CLM AMR male SAMN29221068 SRS13499472
HG01492 CLM AMR female SAMN29221067 SRS13499471
HG01489 CLM AMR female SAMN29221066 SRS13499470
HG01488 CLM AMR male SAMN29221065 SRS13499468
HG01479 CLM AMR male SAMN29221064 SRS13499469
HG01468 CLM AMR female SAMN29221063 SRS13499467
HG01461 CLM AMR male SAMN29221062 SRS13499466
HG01447 CLM AMR female SAMN29221061 SRS13499465
HG01395 PUR AMR male SAMN29221060 SRS13499464
HG01393 PUR AMR female SAMN29221059 SRS13499159
HG01392 PUR AMR male SAMN29221058 SRS13499160
HG01390 CLM AMR female SAMN29221057 SRS13499158
HG01389 CLM AMR male SAMN29221056 SRS13499157
HG01383 CLM AMR male SAMN29221055 SRS13499156
HG01372 CLM AMR female SAMN29221054 SRS13499155
HG01365 CLM AMR male SAMN29221053 SRS13499154
HG01363 CLM AMR female SAMN29221052 SRS13499153
HG01348 CLM AMR female SAMN29221051 SRS13499151
HG01345 CLM AMR female SAMN29221050 SRS13499150
HG01342 CLM AMR female SAMN29221049 SRS13499149
HG01341 CLM AMR male SAMN29221048 SRS13499148
HG01312 PUR AMR female SAMN29221047 SRS13499307
HG01284 CLM AMR female SAMN29221046 SRS13499306
HG01277 CLM AMR male SAMN29221045 SRS13499305
HG01271 CLM AMR male SAMN29221044 SRS13499304
HG01260 CLM AMR female SAMN29221043 SRS13499303
HG01251 CLM AMR female SAMN29221042 SRS13499302
HG01250 CLM AMR male SAMN29221041 SRS13499301
HG01242 PUR AMR female SAMN29221040 SRS13499300
HG01204 PUR AMR male SAMN29221039 SRS13499298
HG01190 PUR AMR male SAMN29221038 SRS13499299
HG01188 PUR AMR female SAMN29221037 SRS13499297
HG01174 PUR AMR female SAMN29221036 SRS13499296
HG01173 PUR AMR male SAMN29221035 SRS13499515
HG01170 PUR AMR male SAMN29221034 SRS13499514
HG01164 PUR AMR male SAMN29221033 SRS13499513
HG01162 PUR AMR female SAMN29221032 SRS13499512
HG01161 PUR AMR male SAMN29221031 SRS13499511
HG01137 CLM AMR female SAMN29221030 SRS13499509
HG01131 CLM AMR female SAMN29221029 SRS13499508
HG01125 CLM AMR female SAMN29221028 SRS13499507
HG01113 CLM AMR female SAMN29221027 SRS13499506
HG01108 PUR AMR female SAMN29221026 SRS13499505
HG01092 PUR AMR female SAMN29221025 SRS13499503
HG01073 PUR AMR female SAMN29221024 SRS13499504
HG01061 PUR AMR female SAMN29221023 SRS13499502
HG01060 PUR AMR male SAMN29221022 SRS13499463
HG01055 PUR AMR female SAMN29221021 SRS13499461
HG01052 PUR AMR female SAMN29221020 SRS13499460
HG01047 PUR AMR male SAMN29221019 SRS13499459
HG01031 CDX EAS male SAMN29221018 SRS13499458
HG01029 CDX EAS female SAMN29221017 SRS13499457
HG00978 CDX EAS female SAMN29221016 SRS13499456
HG00956 CDX EAS female SAMN29221015 SRS13499455
HG00864 CDX EAS female SAMN29221014 SRS13499454
HG00851 CDX EAS female SAMN29221013 SRS13499453
HG00844 CDX EAS male SAMN29221012 SRS13499451
HG00740 PUR AMR female SAMN29221011 SRS13499295
HG00737 PUR AMR female SAMN29221010 SRS13499294
HG00731 PUR AMR male SAMN29221009 SRS13499293
HG00728 CHS EAS male SAMN29221008 SRS13499292
HG00705 CHS EAS female SAMN29221007 SRS13499291
HG00704 CHS EAS male SAMN29221006 SRS13499290
HG00693 CHS EAS female SAMN29221005 SRS13499289
HG00663 CHS EAS female SAMN29221004 SRS13499288
HG00657 CHS EAS female SAMN29221003 SRS13499287
HG00653 CHS EAS male SAMN29221002 SRS13499286
HG00641 PUR AMR female SAMN29221001 SRS13499452
HG00631 CHS EAS male SAMN29221000 SRS13499449
HG00628 CHS EAS male SAMN29220999 SRS13499450
HG00625 CHS EAS male SAMN29220998 SRS13499448
HG00607 CHS EAS male SAMN29220997 SRS13499446
HG00596 CHS EAS female SAMN29220996 SRS13499447
HG00590 CHS EAS female SAMN29220995 SRS13499445
HG00589 CHS EAS male SAMN29220994 SRS13499444
HG00583 CHS EAS male SAMN29220993 SRS13499443
HG00581 CHS EAS female SAMN29220992 SRS13499442
HG00565 CHS EAS male SAMN29220991 SRS13499441
HG00556 CHS EAS male SAMN29220990 SRS13499440
HG00553 PUR AMR male SAMN29220989 SRS13499586
HG00551 PUR AMR female SAMN29220988 SRS13499585
HG00537 CHS EAS female SAMN29220987 SRS13499584
HG00533 CHS EAS male SAMN29220986 SRS13499583
HG00525 CHS EAS female SAMN29220985 SRS13499582
HG00513 CHS EAS female SAMN29220984 SRS13499581
HG00475 CHS EAS male SAMN29220983 SRS13499580
HG00473 CHS EAS female SAMN29220982 SRS13499579
HG00463 CHS EAS male SAMN29220981 SRS13499577
HG00442 CHS EAS male SAMN29220980 SRS13499576
HG00410 CHS EAS female SAMN29220979 SRS13498897
HG00404 CHS EAS female SAMN29220978 SRS13499144
HG00382 FIN EUR male SAMN29220977 SRS13499134
HG00372 FIN EUR male SAMN29220976 SRS13499127
HG00368 FIN EUR female SAMN29220975 SRS13499116
HG00360 FIN EUR male SAMN29220974 SRS13499438
HG00355 FIN EUR female SAMN29220973 SRS13499570
HG00342 FIN EUR male SAMN29220972 SRS13498878
HG00337 FIN EUR female SAMN29220971 SRS13499426
HG00335 FIN EUR male SAMN29220970 SRS13498873
HG00331 FIN EUR female SAMN29220969 SRS13498862
HG00327 FIN EUR female SAMN29220968 SRS13499089
HG00326 FIN EUR female SAMN29220967 SRS13498990
HG00325 FIN EUR male SAMN29220966 SRS13498860
HG00320 FIN EUR female SAMN29220965 SRS13499075
HG00318 FIN EUR female SAMN29220964 SRS13498980
HG00311 FIN EUR male SAMN29220963 SRS13498961
HG00304 FIN EUR female SAMN29220962 SRS13499407
HG00290 FIN EUR male SAMN29220961 SRS13498953
HG00285 FIN EUR female SAMN29220960 SRS13499263
HG00277 FIN EUR male SAMN29220959 SRS13499402
HG00269 FIN EUR female SAMN29220958 SRS13499391
HG00265 GBR EUR male SAMN29220957 SRS13499062
HG00260 GBR EUR male SAMN29220956 SRS13498939
HG00254 GBR EUR female SAMN29220955 SRS13499249
HG00250 GBR EUR female SAMN29220954 SRS13499389
HG00244 GBR EUR male SAMN29220953 SRS13499378
HG00243 GBR EUR male SAMN29220952 SRS13499049
HG00237 GBR EUR female SAMN29220951 SRS13498926
HG00233 GBR EUR female SAMN29220950 SRS13499365
HG00190 FIN EUR male SAMN29220949 SRS13499035
HG00189 FIN EUR male SAMN29220948 SRS13498912
HG00188 FIN EUR male SAMN29220947 SRS13499022
HG00186 FIN EUR male SAMN29220946 SRS13499014
HG00185 FIN EUR male SAMN29220945 SRS13499556
HG00183 FIN EUR male SAMN29220944 SRS13499192
HG00179 FIN EUR female SAMN29220943 SRS13499500
HG00177 FIN EUR female SAMN29220942 SRS13499492
HG00160 GBR EUR male SAMN29220941 SRS13499177
HG00151 GBR EUR male SAMN29220940 SRS13499329
HG00148 GBR EUR male SAMN29220939 SRS13499478
HG00146 GBR EUR female SAMN29220938 SRS13499166
HG00142 GBR EUR male SAMN29220937 SRS13499315
HG00141 GBR EUR male SAMN29220936 SRS13499526
HG00132 GBR EUR female SAMN29220935 SRS13499475
HG00130 GBR EUR female SAMN29220934 SRS13499152
HG00127 GBR EUR female SAMN29220933 SRS13499510
HG00122 GBR EUR female SAMN29220932 SRS13499462
HG00121 GBR EUR female SAMN29220931 SRS13499285
HG00114 GBR EUR male SAMN29220930 SRS13499578
HG00113 GBR EUR male SAMN29220929 SRS13498889
HG00110 GBR EUR female SAMN29220928 SRS13499364
HG00108 GBR EUR male SAMN29220927 SRS13499191
HG00105 GBR EUR male SAMN29220926 SRS13499165
HG00100 GBR EUR female SAMN29220925 SRS13499284
HG00096 GBR EUR male SAMN29220924 SRS13499283
