sample
NA20850_batch05_rep1
NA20764_batch01_rep1
HG01488_batch12_rep1
HG02150_batch15_rep1
NA20859_batch03_rep1
NA18528_batch09_rep1
HG03673_batch04_rep1
HG00978_batch02_rep1
HG00583_batch05_rep1
HG03499_batch09_rep1
HG01932_batch11_rep1
HG03782_batch08_rep1
HG00657_batch09_rep1
HG01342_batch05_rep1
HG01383_batch04_rep1
HG01872_batch12_rep1
HG01858_batch03_rep1
HG00360_batch12_rep1
HG02396_batch13_rep1
HG04158_batch02_rep1
HG04156_batch12_rep1
NA18622_batch15_rep1
HG02348_batch06_rep1
NA12413_batch16_rep1
HG01765_batch12_rep1
HG00442_batch14_rep1
HG02031_batch15_rep1
HG01951_batch16_rep1
HG03446_batch03_rep1
HG01052_batch16_rep1
HG03557_batch16_rep1
HG03019_batch13_rep1
NA20870_batch14_rep1
NA20502_batch07_rep3
HG00335_batch17_rep1
HG03271_batch02_rep1
HG02142_batch10_rep1
NA20815_batch13_rep2
HG03709_batch05_rep1
HG00151_batch04_rep1
HG01785_batch04_rep1
NA20778_batch08_rep1
NA20522_batch14_rep1
HG02215_batch02_rep2
HG03294_batch13_rep1
NA18970_batch07_rep1
HG01843_batch07_rep1
HG00463_batch14_rep1
HG00653_batch12_rep1
HG03064_batch12_rep1
NA18608_batch11_rep1
NA19717_batch03_rep1
HG03311_batch16_rep1
HG00851_batch09_rep1
HG00728_batch01_rep1
HG03857_batch07_rep1
HG00237_batch03_rep3
HG02703_batch14_rep1
NA19077_batch13_rep1
HG03861_batch03_rep1
HG00269_batch16_rep1
NA21111_batch05_rep1
NA19726_batch11_rep1
NA18853_batch03_rep1
HG02307_batch01_rep1
HG01284_batch16_rep1
HG02128_batch06_rep1
HG02814_batch17_rep1
HG02156_batch01_rep1
NA20867_batch03_rep1
HG03585_batch04_rep1
NA20767_batch17_rep1
NA19789_batch12_rep1
NA19334_batch12_rep1
HG01945_batch04_rep1
HG03558_batch14_rep1
HG03978_batch07_rep1
HG04002_batch02_rep1
HG03730_batch01_rep1
HG03520_batch05_rep1
HG03902_batch06_rep1
HG03235_batch15_rep1
NA18636_batch02_rep1
NA19009_batch08_rep1
HG04047_batch13_rep1
HG02728_batch12_rep1
HG00127_batch16_rep1
NA21098_batch09_rep1
HG03815_batch02_rep1
HG03060_batch15_rep1
HG04107_batch06_rep1
NA19723_batch13_rep1
HG04194_batch12_rep1
NA21112_batch01_rep1
HG03823_batch13_rep1
HG01806_batch16_rep1
HG03209_batch10_rep1
NA12874_batch08_rep1
HG00410_batch12_rep1
HG02069_batch12_rep1
HG02494_batch11_rep1
HG02323_batch14_rep1
NA20875_batch02_rep1
NA18954_batch03_rep1
NA19238_batch14_rep1
NA18639_batch08_rep1
HG02884_batch08_rep1
HG01973_batch03_rep1
NA19010_batch12_rep1
HG00737_batch12_rep1
HG00537_batch02_rep1
NA12748_batch02_rep1
HG03118_batch06_rep1
NA19759_batch02_rep1
HG03594_batch14_rep1
HG04164_batch05_rep1
HG00114_batch14_rep1
NA18535_batch04_rep1
NA12546_batch03_rep1
HG01161_batch13_rep1
HG01047_batch05_rep1
NA18536_batch01_rep1
HG03018_batch01_rep1
HG03868_batch12_rep1
NA18971_batch01_rep1
HG01164_batch07_rep1
HG02580_batch10_rep1
NA19393_batch09_rep1
NA21127_batch04_rep1
HG02155_batch14_rep1
HG01862_batch04_rep1
NA12286_batch13_rep1
HG01797_batch03_rep1
NA19064_batch09_rep1
HG01188_batch15_rep1
HG01393_batch10_rep1
HG02583_batch13_rep1
HG01363_batch07_rep1
NA19374_batch03_rep1
HG00533_batch16_rep1
HG00382_batch14_rep1
NA18749_batch08_rep1
HG02968_batch04_rep1
HG02497_batch03_rep1
HG00513_batch06_rep1
NA19239_batch12_rep1
NA18501_batch03_rep1
NA19648_batch13_rep1
HG01613_batch02_rep1
NA12843_batch01_rep1
HG02568_batch11_rep1
NA12414_batch04_rep1
HG03589_batch16_rep1
NA20317_batch14_rep1
NA18962_batch15_rep1
NA19026_batch15_rep1
HG01817_batch14_rep1
HG03593_batch11_rep1
HG02970_batch04_rep1
NA19901_batch02_rep1
NA12275_batch14_rep1
HG02389_batch01_rep1
HG00565_batch04_rep1
HG00122_batch07_rep1
NA18972_batch06_rep1
HG01348_batch13_rep1
NA11933_batch09_rep1
HG00525_batch10_rep1
HG02067_batch01_rep1
NA20872_batch17_rep1
NA12812_batch10_rep1
HG00141_batch14_rep1
HG02660_batch03_rep1
NA20543_batch09_rep1
HG02628_batch13_rep1
HG01920_batch13_rep1
HG00108_batch10_rep1
HG02768_batch04_rep1
NA19780_batch15_rep1
HG03922_batch01_rep1
NA18856_batch12_rep1
NA21129_batch10_rep1
HG00121_batch02_rep1
HG00233_batch15_rep1
HG03697_batch12_rep1
HG04177_batch11_rep1
NA20797_batch14_rep3
HG02188_batch06_rep1
HG01341_batch08_rep1
HG00244_batch17_rep1
NA19351_batch05_rep1
HG02121_batch08_rep1
HG01061_batch13_rep1
HG02090_batch09_rep1
HG03380_batch01_rep1
NA18596_batch06_rep1
HG03382_batch08_rep1
NA12718_batch05_rep1
HG04152_batch09_rep1
NA20771_batch05_rep1
HG04195_batch06_rep1
HG01492_batch04_rep1
HG03598_batch17_rep1
HG01527_batch11_rep1
HG01912_batch16_rep1
HG02502_batch12_rep1
HG03225_batch12_rep1
HG01846_batch14_rep1
HG04025_batch15_rep1
HG03514_batch10_rep1
HG00177_batch10_rep1
HG03084_batch08_rep1
HG04060_batch10_rep1
NA12348_batch13_rep1
HG02025_batch12_rep1
NA20320_batch05_rep1
NA20827_batch11_rep1
NA20896_batch14_rep1
NA19795_batch01_rep1
NA18545_batch04_rep1
HG02649_batch02_rep1
NA19713_batch13_rep1
HG00693_batch15_rep1
HG01771_batch12_rep1
NA20332_batch16_rep1
HG01695_batch07_rep1
HG03646_batch14_rep1
NA20832_batch13_rep1
NA19625_batch02_rep1
NA20525_batch10_rep1
HG03803_batch08_rep1
HG03778_batch08_rep1
HG03711_batch12_rep1
NA19773_batch17_rep1
HG02654_batch06_rep1
NA19923_batch14_rep1
HG03127_batch14_rep1
NA19075_batch03_rep1
HG00372_batch15_rep1
HG02888_batch03_rep1
NA18574_batch10_rep1
NA18879_batch10_rep1
NA19649_batch11_rep1
NA20856_batch06_rep1
NA06985_batch05_rep1
HG02491_batch15_rep1
NA18531_batch13_rep1
HG00553_batch08_rep1
HG01589_batch02_rep1
HG02979_batch01_rep1
HG03160_batch03_rep1
HG01055_batch11_rep1
HG00864_batch01_rep1
HG01879_batch08_rep1
HG01506_batch14_rep1
HG02274_batch05_rep1
HG00844_batch10_rep1
HG02855_batch15_rep1
NA20888_batch04_rep1
HG02511_batch15_rep1
NA18557_batch09_rep1
HG02265_batch13_rep1
HG02601_batch05_rep1
HG00142_batch10_rep1
NA20287_batch09_rep1
NA19397_batch02_rep1
NA20821_batch06_rep1
HG00254_batch10_rep1
NA11932_batch07_rep1
HG01522_batch08_rep1
HG03714_batch03_rep1
HG00318_batch11_rep1
HG02337_batch02_rep1
NA18987_batch14_rep1
HG03077_batch05_rep1
HG03563_batch09_rep1
HG01939_batch08_rep1
HG02479_batch09_rep1
NA19908_batch03_rep1
HG02058_batch04_rep1
NA12287_batch12_rep1
HG03301_batch09_rep1
NA19657_batch08_rep1
NA19404_batch10_rep1
HG03521_batch05_rep1
HG02053_batch07_rep1
HG02429_batch05_rep1
NA20511_batch11_rep1
HG03401_batch10_rep1
HG02597_batch08_rep1
HG01501_batch12_rep1
HG02789_batch14_rep1
HG02220_batch07_rep1
HG02334_batch05_rep1
HG01174_batch04_rep1
HG03898_batch10_rep1
NA18548_batch13_rep1
NA19761_batch06_rep1
NA18609_batch06_rep1
HG00581_batch10_rep1
HG00628_batch07_rep1
NA19758_batch06_rep1
HG01853_batch13_rep1
NA18486_batch14_rep1
NA18542_batch16_rep1
NA20359_batch06_rep1
NA18561_batch11_rep1
HG03556_batch02_rep1
NA18924_batch05_rep1
HG02282_batch13_rep1
HG00304_batch13_rep1
HG02373_batch09_rep1
NA19080_batch01_rep1
HG03595_batch10_rep1
HG00100_batch04_rep1
HG02983_batch12_rep1
HG04075_batch10_rep1
HG00731_batch09_rep1
NA19451_batch09_rep1
NA18522_batch09_rep1
HG02450_batch06_rep1
HG02449_batch09_rep1
HG02792_batch07_rep1
NA19922_batch01_rep1
HG00368_batch09_rep1
NA20587_batch03_rep1
NA18645_batch08_rep1
HG01524_batch01_rep1
HG00146_batch06_rep1
NA12815_batch15_rep1
HG02165_batch07_rep1
NA18865_batch02_rep1
HG01162_batch03_rep1
HG00663_batch11_rep1
HG03736_batch01_rep1
HG01800_batch08_rep1
HG03105_batch07_rep1
HG00327_batch03_rep1
HG02697_batch17_rep1
NA12154_batch08_rep1
HG03668_batch05_rep1
HG03460_batch01_rep1
HG04029_batch14_rep1
NA18951_batch08_rep1
HG01447_batch01_rep1
NA19475_batch16_rep1
HG04235_batch14_rep1
HG02185_batch15_rep1
HG01137_batch01_rep1
HG04227_batch05_rep1
NA19732_batch14_rep1
HG03977_batch04_rep1
HG01277_batch06_rep1
NA19028_batch03_rep1
HG02851_batch14_rep1
HG00190_batch02_rep1
NA18544_batch07_rep1
HG01890_batch03_rep1
HG03478_batch13_rep1
HG03445_batch02_rep1
NA19663_batch09_rep1
HG01312_batch01_rep1
HG03097_batch04_rep1
NA18553_batch14_rep1
NA19312_batch05_rep1
NA18610_batch16_rep1
HG02105_batch05_rep1
HG03717_batch10_rep1
HG01598_batch06_rep1
HG04062_batch15_rep1
NA18508_batch08_rep1
NA12762_batch14_rep1
HG00607_batch08_rep1
HG02977_batch14_rep1
HG02624_batch07_rep1
HG02301_batch16_rep1
HG00325_batch14_rep2
NA19068_batch01_rep1
HG01812_batch12_rep1
HG02026_batch16_rep1
HG02799_batch11_rep1
HG03743_batch15_rep1
NA20886_batch06_rep1
NA12878_batch01_rep1
NA19355_batch11_rep1
NA19055_batch15_rep1
HG00551_batch02_rep1
NA19454_batch08_rep1
HG00290_batch04_rep1
HG02332_batch16_rep1
HG01597_batch02_rep1
HG03897_batch07_rep1
HG00185_batch04_rep1
HG02536_batch04_rep1
HG02178_batch13_rep1
HG02678_batch01_rep1
HG02896_batch05_rep1
HG03616_batch08_rep1
HG01242_batch07_rep1
NA07000_batch08_rep1
NA21124_batch11_rep1
HG03397_batch06_rep1
NA18953_batch06_rep1
NA20513_batch16_rep1
NA19438_batch14_rep1
HG04155_batch07_rep1
HG01271_batch11_rep1
NA20533_batch06_rep1
NA19676_batch05_rep1
HG03313_batch08_rep1
HG01790_batch01_rep1
HG03548_batch15_rep1
NA19377_batch01_rep1
HG01503_batch15_rep1
HG03268_batch12_rep1
HG02230_batch06_rep1
HG02737_batch03_rep1
NA18915_batch11_rep1
HG01893_batch12_rep1
HG00475_batch08_rep1
HG00243_batch06_rep1
HG03247_batch02_rep1
HG03770_batch01_rep1
HG02281_batch15_rep1
NA19731_batch09_rep1
HG01250_batch09_rep1
NA12717_batch06_rep1
NA19770_batch16_rep1
HG01131_batch06_rep1
HG00186_batch02_rep1
HG01389_batch03_rep1
HG02271_batch12_rep1
NA11919_batch03_rep1
HG04063_batch16_rep1
NA19430_batch04_rep1
HG01260_batch14_rep1
NA19317_batch15_rep1
HG01372_batch13_rep1
NA12058_batch15_rep1
HG01669_batch04_rep1
HG01615_batch13_rep1
HG02620_batch06_rep1
NA20876_batch02_rep1
HG03896_batch06_rep1
NA19654_batch05_rep1
HG03491_batch04_rep1
HG02312_batch03_rep1
HG03631_batch10_rep1
HG03858_batch11_rep1
NA20862_batch16_rep1
NA18977_batch11_rep1
HG01345_batch10_rep1
NA19385_batch07_rep1
HG03604_batch13_rep1
HG01509_batch06_rep1
HG02355_batch11_rep1
HG03826_batch03_rep1
HG03741_batch08_rep1
HG02694_batch16_rep1
HG02166_batch03_rep1
NA19762_batch01_rep1
NA18942_batch15_rep1
HG04061_batch11_rep1
NA11930_batch02_rep1
NA18982_batch11_rep1
NA12889_batch11_rep1
HG01578_batch01_rep1
NA19038_batch14_rep1
HG02439_batch11_rep1
HG03910_batch15_rep1
HG00110_batch08_rep1
HG02104_batch10_rep1
HG01190_batch17_rep1
HG02182_batch15_rep1
NA18864_batch06_rep1
HG02489_batch06_rep1
HG02250_batch05_rep1
NA19719_batch04_rep1
HG02946_batch11_rep1
NA19741_batch14_rep1
NA19443_batch06_rep1
HG03781_batch13_rep1
HG00277_batch14_rep1
HG04054_batch13_rep1
HG00355_batch06_rep1
HG01494_batch10_rep1
HG00326_batch08_rep1
HG02839_batch16_rep1
HG01606_batch05_rep1
NA20536_batch13_rep1
NA19682_batch10_rep1
NA18876_batch07_rep1
HG00596_batch13_rep1
HG03660_batch09_rep1
HG01029_batch05_rep1
HG04141_batch09_rep1
HG03419_batch11_rep1
HG03888_batch04_rep1
HG02425_batch15_rep1
HG03692_batch16_rep1
HG03976_batch06_rep1
NA19054_batch02_rep1
NA18646_batch17_rep1
HG01851_batch10_rep1
HG02513_batch02_rep1
HG02236_batch10_rep1
HG00179_batch08_rep1
HG03157_batch05_rep1
NA18621_batch05_rep1
HG01108_batch10_rep1
HG02052_batch08_rep1
NA21130_batch08_rep1
HG03069_batch06_rep1
NA20889_batch11_rep1
HG01390_batch03_rep1
NA20884_batch15_rep1
HG03279_batch15_rep1
HG01849_batch09_rep1
NA20822_batch12_rep1
HG02292_batch07_rep1
NA19338_batch10_rep1
HG02023_batch06_rep1
HG00096_batch16_rep1
HG02283_batch02_rep1
HG03971_batch02_rep1
NA19917_batch12_rep1
NA20318_batch07_rep1
HG02134_batch13_rep1
HG00105_batch13_rep1
NA20298_batch01_rep1
HG03780_batch12_rep1
HG04033_batch09_rep1
HG02817_batch06_rep1
HG00113_batch06_rep1
NA19764_batch08_rep1
NA20278_batch15_rep1
NA20314_batch08_rep1
HG01918_batch14_rep1
NA20351_batch07_rep1
NA18626_batch02_rep1
NA19346_batch08_rep1
HG01468_batch15_rep1
NA20902_batch17_rep1
HG04059_batch09_rep1
NA20847_batch10_rep1
HG00250_batch16_rep1
NA19835_batch16_rep1
NA19982_batch04_rep1
NA20507_batch12_rep1
NA19025_batch04_rep1
HG03765_batch09_rep1
HG01965_batch10_rep1
HG02574_batch09_rep1
NA19670_batch16_rep1
NA18878_batch13_rep1
HG00331_batch09_rep1
HG03091_batch07_rep1
HG00704_batch15_rep1
HG00705_batch05_rep1
NA19704_batch11_rep1
HG04100_batch11_rep1
HG01515_batch16_rep1
